url,path,is_ccdc_event,detected_channel
https://github.com/RobBrazier/Laravel_Piwik/commit/a4f394da6b9e7fffb02a87594c70dbe6a7eab546 ,README.md,False,
https://github.com/ktorio/ktor/commit/fc077d3f620e88796c05b7c339d7331a26f23ef3 ,README.md,False,
https://github.com/dominictobias/react-image-crop/commit/8dbaf470172781627bb0c516594a2d262a420adf ,README.md,False,
https://github.com/SciTools/iris/commit/9b90bd4b6f84b7ab83207303d3c7e16b644f0db5 ,README.md,False,
https://github.com/kaliop-uk/ezmigrationbundle/commit/893fc9284fbeff49ea1307a791650047ff9c63c3 ,README.md,False,
https://github.com/OpenEnergyPlatform/oeplatform/commit/ee217224a89d3dbe18f774a8ed8d84489b65b766 ,README.md,False,
https://github.com/JessYanCoding/MVPArms/commit/6f06062a737e129b40df39ef2709dce27979d764 ,README.md,False,
https://github.com/plotly/plotly.js/commit/baa98645cb2d378aabb494dd31d2134516826855 ,README.md,False,
https://github.com/flexera-public/policy_templates/commit/170a0858bd49159fe7ee7b8ab1d553921fbc4004 ,README.md,False,
https://github.com/ktorio/ktor/commit/45ef52070dc7039264bd2aff061b9b912b3865b4 ,README.md,False,
